CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score
13263,1,35,7454.07,4,4,4,444
13265,53,5,2107.66,2,3,4,234
13266,11,19,3717.67,4,4,4,444
13267,3,27,4404.44,4,4,4,444
13268,18,15,3167.64,3,4,4,344
13269,1,17,5315.92,4,4,4,444
13270,366,1,590.0,1,1,2,112
13271,37,2,178.26,3,2,1,321
13272,31,2,276.56,3,2,1,321
13273,113,1,138.98,2,1,1,211
13276,64,2,590.9300000000001,2,2,2,222
13277,16,4,258.4,4,3,1,431
13278,41,1,542.73,3,1,2,312
13279,64,2,126.30000000000001,2,2,1,221
13280,122,3,814.86,2,3,3,233
13282,18,6,1047.8400000000001,3,4,3,343
13283,60,2,93.66,2,2,1,221
13284,323,2,196.15,1,2,1,121
13285,23,4,2709.12,3,3,4,334
13291,156,1,361.11,1,1,2,112
13292,39,2,578.9399999999999,3,2,2,322
13294,190,2,873.74,1,2,3,123
13295,360,2,197.95000000000002,1,2,1,121
13296,137,1,87.4,2,1,1,211
13297,8,4,2089.85,4,3,4,434
13298,1,1,360.0,4,1,2,412
13299,268,1,142.5,1,1,1,111
13300,165,2,365.29,1,2,2,122
13301,104,4,618.09,2,3,2,232
13302,155,1,63.75,1,1,1,111
13304,351,1,300.42,1,1,2,112
13305,4,10,2000.86,4,4,4,444
13307,120,1,15.0,2,1,1,211
13308,23,4,1367.6100000000001,3,3,3,333
13309,7,5,1456.79,4,3,3,433
13310,9,6,1083.63,4,4,3,443
13311,4,2,598.57,4,2,2,422
13313,22,5,1555.32,3,3,3,333
13314,2,4,578.66,4,3,2,432
13316,37,5,5815.49,3,3,4,334
13317,64,9,2140.07,2,4,4,244
13318,1,3,640.76,4,3,2,432
13319,5,36,10664.34,4,4,4,444
13320,70,6,1491.7,2,4,3,243
13321,72,2,567.36,2,2,2,222
13322,17,1,199.48000000000002,4,1,1,411
13323,3,5,787.85,4,3,3,433
13324,32,12,7072.8,3,4,4,344
13325,82,1,675.3,2,1,3,213
13327,39,9,3617.57,3,4,4,344
13328,316,1,1308.48,1,1,3,113
13329,32,4,740.4,3,3,3,333
13330,93,3,1140.93,2,3,3,233
13332,14,1,350.9,4,1,2,412
13334,82,3,3536.82,2,3,4,234
13336,77,1,795.12,2,1,3,213
13338,154,3,431.82,1,3,2,132
13339,201,1,860.12,1,1,3,113
13340,45,7,10736.48,3,4,4,344
13341,261,1,775.85,1,1,3,113
13343,173,2,303.93,1,2,2,122
13344,68,3,2543.72,2,3,4,234
13345,277,2,377.6,1,2,2,122
13347,70,1,341.36,2,1,2,212
13348,64,1,233.76,2,1,1,211
13349,11,1,247.32,4,1,1,411
13350,16,3,910.72,4,3,3,433
13351,66,1,373.94,2,1,2,212
13352,8,2,389.28,4,2,2,422
13354,71,1,743.53,2,1,3,213
13355,122,1,674.7,2,1,3,213
13356,80,1,768.24,2,1,3,213
13357,257,1,609.95,1,1,2,112
13358,269,1,439.03,1,1,2,112
13359,59,2,431.26,2,2,2,222
13362,3,5,3085.4900000000002,4,3,4,434
13363,18,2,992.5,3,2,3,323
13364,67,2,0.0,2,2,1,221
13365,9,3,2191.22,4,3,4,434
13366,50,1,56.160000000000004,3,1,1,311
13368,257,2,623.4,1,2,2,122
13369,354,2,263.75,1,2,1,121
13370,366,2,721.32,1,2,3,123
13372,90,1,378.64,2,1,2,212
13373,61,3,3312.25,2,3,4,234
13375,81,2,772.9,2,2,3,223
13376,99,3,1019.76,2,3,3,233
13379,26,3,572.56,3,3,2,332
13381,21,7,3626.81,3,4,4,344
13382,281,1,222.99,1,1,1,111
13384,31,9,4122.28,3,4,4,344
13385,330,1,534.57,1,1,2,112
13388,121,3,627.15,2,3,2,232
13389,11,3,797.96,4,3,3,433
13390,75,1,544.08,2,1,2,212
13391,204,1,59.8,1,1,1,111
13394,2,10,2312.8,4,4,4,444
13395,185,1,307.72,1,1,2,112
13396,22,4,1325.29,3,3,3,333
13397,73,6,1539.18,2,4,3,243
13398,192,1,457.34,1,1,2,112
13402,127,2,621.23,2,2,2,222
13403,18,1,75.0,3,1,1,311
13404,1,2,252.49,4,2,1,421
13405,74,3,572.451,2,3,2,232
13408,2,81,27487.41,4,4,4,444
13410,9,7,988.91,4,4,3,443
13411,107,1,213.55,2,1,1,211
13414,134,3,1390.5,2,3,3,233
13416,44,2,712.5,3,2,3,323
13417,5,2,640.83,4,2,2,422
13418,12,23,5845.44,4,4,4,444
13419,64,1,221.06,2,1,1,211
13420,135,4,140.35,2,3,1,231
13421,40,3,1848.98,3,3,4,334
13422,51,2,2601.55,2,2,4,224
13425,108,3,1624.21,2,3,4,234
13426,1,12,3550.7000000000003,4,4,4,444
13427,19,3,582.6,3,3,2,332
13428,10,1,218.47,4,1,1,411
13429,11,4,1006.8,4,3,3,433
13430,19,4,648.6899999999999,3,3,3,333
13431,67,2,1269.1,2,2,3,223
13434,74,2,534.24,2,2,2,222
13435,5,9,3794.4900000000002,4,4,4,444
13436,2,1,196.89,4,1,1,411
13437,14,7,3408.06,4,4,4,444
13439,255,1,283.71,1,1,1,111
13441,92,1,296.64,2,1,2,212
13447,23,4,1104.23,3,3,3,333
13448,17,10,3465.67,4,4,4,444
13449,24,1,291.88,3,1,1,311
13450,27,6,2043.7199999999998,3,4,4,344
13451,26,6,2916.45,3,4,4,344
13452,259,2,590.0,1,2,2,122
13453,166,2,356.97999999999996,1,2,2,122
13455,25,4,1007.35,3,3,3,333
13456,18,7,1737.8200000000002,3,4,4,344
13458,7,22,9537.92,4,4,4,444
13460,29,2,183.44,3,2,1,321
13461,39,3,1445.0,3,3,3,333
13462,183,2,143.25,1,2,1,121
13464,58,1,674.68,2,1,3,213
13466,100,2,297.95,2,2,2,222
13467,11,2,1083.71,4,2,3,423
13468,2,41,5656.75,4,4,4,444
13470,99,2,165.0,2,2,1,221
13471,1,4,2531.58,4,3,4,434
13473,61,3,417.54,2,3,2,232
13474,236,1,229.59,1,1,1,111
13475,191,4,1431.78,1,3,3,133
13476,179,4,1092.77,1,3,3,133
13477,38,8,1441.53,3,4,3,343
13479,198,3,291.0,1,3,1,131
13481,46,8,1776.81,3,4,4,344
13482,232,1,184.64,1,1,1,111
13483,66,1,140.34,2,1,1,211
13484,241,1,313.8,1,1,2,112
13485,233,1,454.24,1,1,2,112
13486,78,3,1122.41,2,3,3,233
13487,58,3,575.4,2,3,2,232
13488,17,17,8910.61,4,4,4,444
13489,105,4,449.52,2,3,2,232
13491,52,10,1215.82,2,4,3,243
13492,136,3,1269.84,2,3,3,233
13493,275,2,618.63,1,2,2,122
13494,312,1,316.26000000000005,1,1,2,112
13495,8,6,1990.1200000000001,4,4,4,444
13496,11,3,617.93,4,3,2,432
13497,283,3,321.05,1,3,2,132
13499,18,7,1146.96,3,4,3,343
13500,23,4,1136.77,3,3,3,333
13501,243,2,1310.47,1,2,3,123
13502,17,3,292.0,4,3,1,431
13503,71,1,216.85,2,1,1,211
13504,64,1,295.93,2,1,2,212
13505,68,8,4282.88,2,4,4,244
13506,312,3,452.82,1,3,2,132
13507,3,4,2479.16,4,3,4,434
13508,244,1,110.97,1,1,1,111
13509,9,7,979.72,4,4,3,443
13510,1,5,1785.16,4,3,4,434
13512,261,1,251.21,1,1,1,111
13513,127,1,205.1,2,1,1,211
13514,74,1,152.20000000000002,2,1,1,211
13515,73,4,891.12,2,3,3,233
13516,21,3,1389.41,3,3,3,333
13517,60,5,2109.07,2,3,4,234
13518,86,1,659.4399999999999,2,1,3,213
13519,50,2,110.80000000000001,3,2,1,321
13520,59,8,3487.75,2,4,4,244
13521,1,3,1093.65,4,3,3,433
13522,30,1,125.80000000000001,3,1,1,311
13523,33,6,3755.38,3,4,4,344
13524,41,5,680.1800000000001,3,3,3,333
13525,15,2,628.78,4,2,2,422
13527,34,8,2263.76,3,4,4,344
13529,79,2,307.76,2,2,2,222
13531,205,2,483.8,1,2,2,122
13532,34,1,210.31,3,1,1,311
13533,183,3,270.79,1,3,1,131
13534,2,43,5613.08,4,4,4,444
13536,1,7,3448.29,4,4,4,444
13538,43,7,1280.85,3,4,3,343
13539,86,4,605.84,2,3,2,232
13544,40,2,291.41,3,2,1,321
13546,12,3,626.99,4,3,2,432
13548,96,2,682.41,2,2,3,223
13549,26,8,916.12,3,4,3,343
13551,319,1,91.80000000000001,1,1,1,111
13552,66,16,3539.53,2,4,4,244
13555,74,4,4149.28,2,3,4,234
13557,28,2,584.06,3,2,2,322
13558,6,4,605.06,4,3,2,432
13560,7,1,174.37,4,1,1,411
13561,216,1,141.85999999999999,1,1,1,111
13562,82,3,1799.33,2,3,4,234
13563,84,2,777.53,2,2,3,223
13564,144,5,647.74,1,3,2,132
13565,19,2,240.22,3,2,1,321
13566,41,2,874.71,3,2,3,323
13568,173,1,192.85,1,1,1,111
13569,17,2,373.75,4,2,2,422
13570,243,1,239.49,1,1,1,111
13571,13,12,2092.32,4,4,4,444
13572,206,1,1384.25,1,1,3,113
13573,50,2,294.4,3,2,2,322
13575,23,5,732.0699999999999,3,3,3,333
13576,10,20,6703.3,4,4,4,444
13577,25,5,1658.3,3,3,4,334
13579,15,2,467.04,4,2,2,422
13581,309,1,118.0,1,1,1,111
13583,156,1,781.03,1,1,3,113
13584,307,1,142.4,1,1,1,111
13587,32,3,347.0,3,3,2,332
13588,16,13,2445.12,4,4,4,444
13589,15,2,379.65,4,2,2,422
13590,11,7,1976.12,4,4,4,444
13591,65,3,1117.13,2,3,3,233
13592,36,4,247.95999999999998,3,3,1,331
13593,108,6,1990.28,2,4,4,244
13594,53,1,396.97,2,1,2,212
13596,6,2,697.04,4,2,3,423
13598,47,2,167.42000000000002,3,2,1,321
13599,1,33,5030.6,4,4,4,444
13600,312,1,219.52,1,1,1,111
13601,45,2,693.32,3,2,3,323
13602,65,1,428.89,2,1,2,212
13603,26,1,164.34,3,1,1,311
13606,29,3,280.53999999999996,3,3,1,331
13607,40,1,678.01,3,1,3,313
13610,12,9,1115.43,4,4,3,443
13611,89,4,1158.2,2,3,3,233
13614,24,4,1610.46,3,3,3,333
13615,313,2,399.99,1,2,2,122
13617,40,3,544.18,3,3,2,332
13618,174,1,177.34,1,1,1,111
13621,117,1,213.85,2,1,1,211
13623,31,7,672.44,3,4,3,343
13626,253,1,257.23,1,1,1,111
13627,59,7,1624.02,2,4,4,244
13629,23,11,7792.36,3,4,4,344
13630,5,11,1995.68,4,4,4,444
13631,100,12,3021.77,2,4,4,244
13632,25,6,2117.02,3,4,4,344
13634,33,5,1575.16,3,3,3,333
13635,68,1,1071.03,2,1,3,213
13636,37,6,941.62,3,4,3,343
13637,52,3,810.5,2,3,3,233
13638,16,1,122.64,4,1,1,411
13639,74,1,1033.34,2,1,3,213
13642,216,1,354.8,1,1,2,112
13643,31,3,519.44,3,3,2,332
13644,9,5,2597.52,4,3,4,434
13645,120,1,252.1,2,1,1,211
13647,10,5,1670.22,4,3,4,434
13649,257,2,346.6,1,2,2,122
13650,17,7,1809.34,4,4,4,444
13651,35,2,94.2,3,2,1,321
13652,46,3,1095.08,3,3,3,333
13654,43,6,2707.33,3,4,4,344
13655,114,2,932.97,2,2,3,223
13656,165,2,379.65,1,2,2,122
13657,11,2,382.14,4,2,2,422
13658,10,7,2421.47,4,4,4,444
13659,197,3,1550.85,1,3,3,133
13662,86,7,879.08,2,4,3,243
13663,179,1,189.47,1,1,1,111
13666,60,3,84.65,2,3,1,231
13667,149,1,305.02,1,1,2,112
13668,3,29,6216.07,4,4,4,444
13669,51,2,218.55,2,2,1,221
13670,75,1,349.7,2,1,2,212
13672,301,6,-71.46,1,4,1,141
13673,19,2,396.92,3,2,2,322
13675,151,2,486.82000000000005,1,2,2,122
13678,152,1,232.6,1,1,1,111
13680,1,5,2202.31,4,3,4,434
13681,18,4,827.83,3,3,3,333
13682,187,1,59.5,1,1,1,111
13684,286,2,64.23,1,2,1,121
13685,3,7,3119.44,4,4,4,444
13686,183,1,72.0,1,1,1,111
13689,63,1,910.0,2,1,3,213
13690,59,1,172.25,2,1,1,211
13692,25,5,1466.8700000000001,3,3,3,333
13693,325,2,-32.0,1,2,1,121
13694,4,60,62653.1,4,4,4,444
13695,31,15,2504.13,3,4,4,344
13697,39,1,151.29999999999998,3,1,1,311
13699,155,1,308.58000000000004,1,1,2,112
13700,26,10,2265.12,3,4,4,344
13703,318,1,99.5,1,1,1,111
13704,5,10,2295.31,4,4,4,444
13705,8,3,711.86,4,3,3,433
13706,303,1,330.79,1,1,2,112
13707,267,2,806.41,1,2,3,123
13708,271,1,296.88,1,1,2,112
13709,4,17,6249.110000000001,4,4,4,444
13710,32,1,180.48,3,1,1,311
13711,219,2,252.06,1,2,1,121
13712,247,1,228.84,1,1,1,111
13715,281,8,1053.94,1,4,3,143
13716,269,1,138.28,1,1,1,111
13717,32,7,1432.26,3,4,3,343
13718,246,2,306.55,1,2,2,122
13719,15,5,1041.68,4,3,3,433
13720,117,4,799.9,2,3,3,233
13721,36,1,524.14,3,1,2,312
13722,120,4,2369.16,2,3,4,234
13723,217,1,199.85000000000002,1,1,1,111
13725,50,11,1809.81,3,4,4,344
13726,39,2,1079.6599999999999,3,2,3,323
13727,29,2,333.48,3,2,2,322
13728,37,6,1016.14,3,4,3,343
13730,136,2,752.6,2,2,3,223
13731,219,2,610.59,1,2,2,122
13732,28,1,491.86,3,1,2,312
13735,25,8,2766.18,3,4,4,344
13736,5,3,724.0,4,3,3,433
13737,200,1,339.59999999999997,1,1,2,112
13739,18,1,216.9,3,1,1,311
13740,241,1,350.75,1,1,2,112
13741,72,4,666.33,2,3,3,233
13742,17,14,3102.42,4,4,4,444
13743,3,8,1340.1499999999999,4,4,3,443
13744,95,2,1156.36,2,2,3,223
13745,151,2,291.54,1,2,1,121
13747,374,1,79.6,1,1,1,111
13748,96,5,948.25,2,3,3,233
13750,54,5,1647.26,2,3,4,234
13751,288,1,296.25,1,1,2,112
13752,124,6,1186.28,2,4,3,243
13753,288,1,741.26,1,1,3,113
13754,152,2,282.59999999999997,1,2,1,121
13755,4,10,2154.68,4,4,4,444
13756,2,15,5145.12,4,4,4,444
13758,12,7,3190.55,4,4,4,444
13759,33,2,659.4100000000001,3,2,3,323
13760,54,2,286.79,2,2,1,221
13761,50,2,1070.65,3,2,3,323
13762,204,2,3.552713678800501e-15,1,2,1,121
13763,63,3,1689.46,2,3,4,234
13764,71,3,1521.76,2,3,3,233
13767,2,52,16945.71,4,4,4,444
13769,2,16,2771.87,4,4,4,444
13771,64,5,2631.7,2,3,4,234
13772,34,3,1132.13,3,3,3,333
13774,82,1,345.0,2,1,2,212
13777,1,41,25748.350000000002,4,4,4,444
13778,103,1,178.7,2,1,1,211
13780,7,2,360.01,4,2,2,422
13781,251,1,127.84,1,1,1,111
13782,13,6,912.0,4,4,3,443
13784,10,11,2462.79,4,4,4,444
13786,367,1,230.39999999999998,1,1,1,111
13787,76,2,309.04,2,2,2,222
13790,4,1,348.8,4,1,2,412
13791,43,3,1047.68,3,3,3,333
13792,66,2,195.55,2,2,1,221
13798,1,63,36351.42,4,4,4,444
13799,117,2,688.86,2,2,3,223
13800,310,1,558.32,1,1,2,112
13801,67,1,324.8,2,1,2,212
13802,138,6,3906.27,2,4,4,244
13803,255,1,277.07,1,1,1,111
13804,31,7,2635.79,3,4,4,344
13805,52,2,924.6,2,2,3,223
13806,64,1,256.38,2,1,1,211
13807,367,1,112.6,1,1,1,111
13808,6,5,1747.66,4,3,4,434
13809,305,1,155.05,1,1,1,111
13810,29,4,899.51,3,3,3,333
13811,184,4,591.75,1,3,2,132
13812,42,3,539.0,3,3,2,332
13813,40,5,1353.41,3,3,3,333
13814,56,3,1562.12,2,3,3,233
13815,22,5,4014.91,3,3,4,334
13816,24,4,555.04,3,3,2,332
13817,29,2,382.98,3,2,2,322
13819,302,3,1140.35,1,3,3,133
13821,145,2,385.64,1,2,2,122
13822,6,2,632.0,4,2,2,422
13823,19,2,957.66,3,2,3,323
13824,33,5,1698.94,3,3,4,334
13826,158,2,174.65,1,2,1,121
13827,58,3,412.05,2,3,2,232
13828,22,1,209.49,3,1,1,311
13829,359,1,-102.0,1,1,1,111
13831,16,6,2202.99,4,4,4,444
13832,18,2,40.949999999999996,3,2,1,321
13833,159,1,384.8,1,1,2,112
13835,25,4,834.57,3,3,3,333
13837,212,2,271.24,1,2,1,121
13838,6,4,691.73,4,3,3,433
13841,253,1,85.0,1,1,1,111
13842,59,9,3385.62,2,4,4,244
13844,11,1,361.62,4,1,2,412
13845,65,1,312.98,2,1,2,212
13846,25,4,847.61,3,3,3,333
13848,92,3,1255.0,2,3,3,233
13849,52,2,1537.95,2,2,3,223
13850,88,2,1586.81,2,2,3,223
13851,96,3,2651.46,2,3,4,234
13853,9,2,1056.94,4,2,3,423
13854,9,29,8025.0199999999995,4,4,4,444
13856,169,5,363.4,1,3,2,132
13858,57,1,216.17,2,1,1,211
13859,326,1,201.16,1,1,1,111
13860,1,6,1240.0,4,4,3,443
13862,18,10,2187.31,3,4,4,344
13863,245,2,299.56,1,2,2,122
13865,58,4,501.56,2,3,2,232
13866,74,1,145.67000000000002,2,1,1,211
13867,31,3,1015.29,3,3,3,333
13868,7,2,3192.54,4,2,4,424
13869,123,4,3104.95,2,3,4,234
13870,2,10,2751.25,4,4,4,444
13871,23,14,6389.8,3,4,4,344
13873,120,4,381.7,2,3,2,232
13874,358,1,540.45,1,1,2,112
13875,54,5,1786.79,2,3,4,234
13876,64,1,122.7,2,1,1,211
13877,86,1,117.24,2,1,1,211
13878,55,1,1281.53,2,1,3,213
13880,21,13,3219.77,3,4,4,344
13881,4,22,16989.52,4,4,4,444
13882,3,6,1131.28,4,4,3,443
13883,1,9,2538.75,4,4,4,444
13884,7,6,781.3000000000001,4,4,3,443
13885,189,2,506.8,1,2,2,122
13886,71,1,243.56,2,1,1,211
13887,204,1,349.55,1,1,2,112
13888,120,2,605.63,2,2,2,222
13889,93,1,416.90000000000003,2,1,2,212
13890,1,14,1860.8600000000001,4,4,4,444
13892,27,4,632.97,3,3,2,332
13893,298,1,821.1,1,1,3,113
13894,22,5,535.97,3,3,2,332
13895,21,5,2588.12,3,3,4,334
13897,50,1,311.16,3,1,2,312
13898,326,1,155.93,1,1,1,111
13899,16,2,388.52,4,2,2,422
13900,183,3,740.95,1,3,3,133
13901,72,5,2867.2,2,3,4,234
13904,37,2,332.64,3,2,2,322
13908,80,5,2347.05,2,3,4,234
13911,57,9,2580.91,2,4,4,244
13914,4,3,613.95,4,3,2,432
13917,50,2,272.04,3,2,1,321
13918,50,2,1212.8400000000001,3,2,3,323
13919,53,3,350.15999999999997,2,3,2,232
13922,352,1,172.25,1,1,1,111
13923,54,1,351.13,2,1,2,212
13924,2,11,1682.08,4,4,4,444
13925,36,6,616.65,3,4,2,342
13926,23,1,223.85000000000002,3,1,1,311
13927,75,1,348.99,2,1,2,212
13928,11,4,464.57,4,3,2,432
13929,169,3,802.85,1,3,3,133
13930,58,2,337.34,2,2,2,222
13931,86,3,1230.93,2,3,3,233
13932,295,1,307.4,1,1,2,112
13933,109,2,608.7900000000001,2,2,2,222
13934,264,1,922.1,1,1,3,113
13936,171,2,361.28,1,2,2,122
13937,169,1,158.85,1,1,1,111
13938,35,1,71.66,3,1,1,311
13939,23,4,556.75,3,3,2,332
13940,17,4,839.14,4,3,3,433
13941,22,7,4912.41,3,4,4,344
13946,79,3,561.5699999999999,2,3,2,232
13947,65,1,90.6,2,1,1,211
13948,361,1,102.0,1,1,1,111
13949,3,6,2427.32,4,4,4,444
13950,11,5,728.56,4,3,3,433
13951,176,3,674.45,1,3,3,133
13952,211,3,3246.091,1,3,4,134
13953,7,7,3515.68,4,4,4,444
13954,2,3,378.59,4,3,2,432
13955,154,2,322.96,1,2,2,122
13956,5,5,1026.42,4,3,3,433
13958,372,1,-102.45,1,1,1,111
13959,79,3,598.2,2,3,2,232
13960,21,2,230.22,3,2,1,321
13962,22,2,169.55,3,2,1,321
13963,308,4,664.54,1,3,3,133
13967,146,1,80.7,1,1,1,111
13969,7,20,8986.69,4,4,4,444
13971,9,11,2702.2200000000003,4,4,4,444
13972,71,2,190.25,2,2,1,221
13973,287,1,264.7,1,1,1,111
13974,49,1,413.59000000000003,3,1,2,312
13975,31,7,2503.23,3,4,4,344
13976,207,1,357.98,1,1,2,112
13978,15,2,196.79000000000002,4,2,1,421
13979,73,1,869.87,2,1,3,213
13980,60,1,200.14,2,1,1,211
13982,39,5,1861.11,3,3,4,334
13983,30,13,2590.46,3,4,4,344
13984,27,6,488.03,3,4,2,342
13985,4,16,7024.53,4,4,4,444
13986,17,1,320.46,4,1,2,412
13988,20,9,4098.8,3,4,4,344
13989,66,2,1266.08,2,2,3,223
13990,213,1,311.3,1,1,2,112
13991,12,7,850.63,4,4,3,443
13992,30,1,76.8,3,1,1,311
13993,32,12,3409.66,3,4,4,344
13994,4,6,2313.14,4,4,4,444
13995,15,6,1383.49,4,4,3,443
13999,10,15,3865.26,4,4,4,444
14000,206,2,633.71,1,2,2,122
14001,46,4,2030.3300000000002,3,3,4,334
14002,134,2,529.73,2,2,2,222
14004,43,7,4582.64,3,4,4,344
14005,10,5,2874.72,4,3,4,434
14006,116,3,962.19,2,3,3,233
14009,198,3,685.9300000000001,1,3,3,133
14012,278,1,328.8,1,1,2,112
14013,110,3,473.02,2,3,2,232
14014,77,1,505.18,2,1,2,212
14015,53,1,917.34,2,1,3,213
14016,154,5,4328.46,1,3,4,134
14019,47,4,1398.96,3,3,3,333
14020,17,2,642.8,4,2,2,422
14021,155,3,631.9,1,3,2,132
14022,225,1,440.0,1,1,2,112
14023,7,2,584.07,4,2,2,422
14024,122,2,327.7,2,2,2,222
14027,61,1,104.82,2,1,1,211
14029,63,2,467.66,2,2,2,222
14030,18,8,2360.09,3,4,4,344
14031,7,23,14634.640000000001,4,4,4,444
14032,2,18,2929.84,4,4,4,444
14034,22,4,512.02,3,3,2,332
14035,29,5,1428.02,3,3,3,333
14036,285,1,626.65,1,1,2,112
14037,176,2,147.20000000000002,1,2,1,121
14038,78,4,1554.48,2,3,3,233
14039,33,1,152.2,3,1,1,311
14040,41,15,3542.19,3,4,4,344
14041,266,1,141.41,1,1,1,111
14044,27,4,652.82,3,3,3,333
14045,109,4,1659.75,2,3,4,234
14046,284,1,154.99,1,1,1,111
14047,9,7,1290.01,4,4,3,443
14048,277,2,375.13,1,2,2,122
14049,17,6,5639.15,4,4,4,444
14050,32,2,746.36,3,2,3,323
14051,1,26,15477.34,4,4,4,444
14052,20,1,225.36,3,1,1,311
14053,124,2,260.25,2,2,1,221
14054,65,1,92.46,2,1,1,211
14055,106,1,725.6400000000001,2,1,3,213
14056,1,29,8124.4,4,4,4,444
14057,24,18,6147.4,3,4,4,344
14059,267,1,183.6,1,1,1,111
14060,5,20,6135.38,4,4,4,444
14062,10,12,10464.85,4,4,4,444
14064,29,7,1188.32,3,4,3,343
14066,267,1,152.55,1,1,1,111
14067,64,2,374.7,2,2,2,222
14068,320,1,265.85,1,1,1,111
14071,4,9,1307.41,4,4,3,443
14073,21,2,139.54,3,2,1,321
14075,5,3,942.26,4,3,3,433
14076,129,1,122.47,2,1,1,211
14077,41,5,499.41999999999996,3,3,2,332
14078,102,6,1049.37,2,4,3,243
14079,125,1,375.1,2,1,2,212
14080,33,1,45.599999999999994,3,1,1,311
14081,267,4,904.67,1,3,3,133
14082,365,1,182.25,1,1,1,111
14083,4,9,1018.43,4,4,3,443
14085,2,19,4435.79,4,4,4,444
14087,3,2,181.67,4,2,1,421
14088,10,14,50415.49,4,4,4,444
14089,57,1,161.0,2,1,1,211
14090,325,1,76.32000000000001,1,1,1,111
14092,8,17,4063.1,4,4,4,444
14093,12,1,442.85,4,1,2,412
14096,4,34,57120.909999999996,4,4,4,444
14098,37,1,147.35,3,1,1,311
14099,16,12,3092.9700000000003,4,4,4,444
14100,138,1,194.9,2,1,1,211
14101,74,6,5976.79,2,4,4,244
14102,5,8,1314.73,4,4,3,443
14104,155,2,216.20999999999998,1,2,1,121
14105,85,2,1260.33,2,2,3,223
14107,52,8,2688.48,2,4,4,244
14108,31,3,594.16,3,3,2,332
14109,23,2,80.2,3,2,1,321
14110,4,13,5669.65,4,4,4,444
14111,14,5,688.6,4,3,3,433
14112,23,12,2774.17,3,4,4,344
14113,4,8,1377.92,4,4,3,443
14114,274,2,386.53,1,2,2,122
14116,20,5,1382.74,3,3,3,333
14117,144,1,90.0,1,1,1,111
14119,354,1,-19.9,1,1,1,111
14121,4,6,2740.3,4,4,4,444
14124,84,1,419.58000000000004,2,1,2,212
14125,11,3,2740.43,4,3,4,434
14126,8,4,643.6300000000001,4,3,2,432
14127,123,3,709.71,2,3,3,233
14128,61,2,637.5,2,2,2,222
14129,2,5,1123.8600000000001,4,3,3,433
14130,319,1,483.86,1,1,2,112
14132,2,12,3580.13,4,4,4,444
14133,130,5,590.3399999999999,2,3,2,232
14135,2,15,4690.31,4,4,4,444
14138,2,2,982.3800000000001,4,2,3,423
14139,46,1,415.82,3,1,2,312
14140,4,3,920.05,4,3,3,433
14141,3,6,879.0300000000001,4,4,3,443
14142,373,1,311.81,1,1,2,112
14143,134,1,115.8,2,1,1,211
14145,47,5,3148.2,3,3,4,334
14146,9,6,2949.57,4,4,4,444
14147,49,3,468.4,3,3,2,332
14148,234,1,157.2,1,1,1,111
14149,213,3,259.43,1,3,1,131
14150,36,2,658.64,3,2,3,323
14152,75,3,611.09,2,3,2,232
14154,239,2,1345.62,1,2,3,123
14155,266,1,118.75,1,1,1,111
14156,10,66,113384.14,4,4,4,444
14157,20,3,400.43,3,3,2,332
14158,40,1,507.66,3,1,2,312
14159,20,14,4678.3,3,4,4,344
14161,216,3,1110.52,1,3,3,133
14162,174,2,289.36,1,2,1,121
14163,87,4,2445.91,2,3,4,234
14164,71,2,1631.77,2,2,4,224
14165,276,1,122.53999999999999,1,1,1,111
14167,39,4,574.84,3,3,2,332
14171,98,1,363.79,2,1,2,212
14173,11,4,450.84,4,3,2,432
14174,33,1,134.46,3,1,1,311
14175,51,7,3108.06,2,4,4,244
14176,297,5,574.0,1,3,2,132
14177,85,5,554.46,2,3,2,232
14178,9,7,1620.93,4,4,4,444
14179,41,2,719.78,3,2,3,323
14180,11,31,4640.77,4,4,4,444
14184,67,1,452.89,2,1,2,212
14185,331,1,197.65,1,1,1,111
14188,9,10,2018.91,4,4,4,444
14189,2,24,4604.31,4,4,4,444
14191,2,14,4660.01,4,4,4,444
14193,68,2,853.39,2,2,3,223
14194,5,32,11216.75,4,4,4,444
14195,202,3,962.7,1,3,3,133
14196,107,1,335.52,2,1,2,212
14198,4,7,663.5,4,4,3,443
14199,218,1,185.39999999999998,1,1,1,111
14201,60,9,688.04,2,4,3,243
14204,2,1,161.03,4,1,1,411
14205,11,4,218.78,4,3,1,431
14206,239,2,308.26,1,2,2,122
14208,95,1,151.74,2,1,1,211
14209,11,7,2067.13,4,4,4,444
14210,91,7,1900.89,2,4,4,244
14211,53,13,2208.3,2,4,4,244
14212,90,1,1070.48,2,1,3,213
14213,372,1,-1192.2,1,1,1,111
14214,31,7,1000.23,3,4,3,343
14215,12,7,1777.92,4,4,4,444
14216,3,4,1839.3,4,3,4,434
14217,2,24,1925.3600000000001,4,4,4,444
14218,43,1,169.48000000000002,3,1,1,311
14219,4,1,89.94,4,1,1,411
14220,247,2,632.4,1,2,2,122
14221,42,10,3427.85,3,4,4,344
14222,177,1,683.17,1,1,3,113
14223,92,4,975.23,2,3,3,233
14224,110,4,1050.12,2,3,3,233
14226,29,7,2201.64,3,4,4,344
14227,26,15,3315.71,3,4,4,344
14229,52,5,1450.6,2,3,3,233
14231,179,5,822.0600000000001,1,3,3,133
14232,32,8,2043.93,3,4,4,344
